Return_ID,Order_ID,Return_Date,Return_Reason,Refund_Status,Refund_Amount,
RET01223,ORD027700,07-02-2024,Damaged,Processing,6687,
RET01224,ORD023672,02-06-2024,Quality Issue,Refunded,8176,
RET01225,ORD007530,21-10-2025,Size/Fit Issue,Refunded,17741,
RET01226,ORD018749,04-12-2024,Changed Mind,Processing,11420,
RET01227,ORD007700,13-07-2026,Wrong Item,Refunded,7020,
RET01228,ORD014528,06-04-2025,Changed Mind,Refunded,15073,
RET01229,ORD025947,13-03-2024,Size/Fit Issue,Refunded,8351,
RET01230,ORD009544,27-09-2025,Changed Mind,Processing,10856,
RET01231,ORD012926,10-04-2024,Size/Fit Issue,Refunded,47094,
RET01232,ORD020080,14-08-2026,Wrong Item,Refunded,2379,
RET01233,ORD002569,04-09-2025,Wrong Item,Refunded,31221,
RET01234,ORD015165,25-04-2025,Changed Mind,Processing,889,
RET01235,ORD008318,16-05-2024,Wrong Item,Refunded,7625,
RET01236,ORD018922,30-01-2025,Damaged,Refunded,42867,
RET01237,ORD011181,02-03-2026,Changed Mind,Processing,36590,
RET01238,ORD001644,11-02-2026,Late Delivery,Refunded,5233,
RET01239,ORD011756,24-03-2026,Changed Mind,Refunded,21044,
RET01240,ORD002207,16-01-2024,Changed Mind,Refunded,38682,
RET01241,ORD003681,28-08-2024,Size/Fit Issue,Refunded,5140,
RET01242,ORD003338,07-08-2025,Quality Issue,Processing,46976,
RET01243,ORD003409,17-06-2026,Size/Fit Issue,Refunded,5977,
RET01244,ORD019737,28-10-2025,Late Delivery,Refunded,20424,
RET01245,ORD001900,20-11-2024,Late Delivery,Processing,15297,
RET01246,ORD008557,08-06-2024,Changed Mind,Refunded,10778,
RET01247,ORD001173,14-06-2024,Damaged,Processing,5622,
RET01248,ORD020284,30-01-2025,Changed Mind,Refunded,47021,
RET01249,ORD027850,11-07-2024,Late Delivery,Refunded,6979,
RET01250,ORD021650,30-04-2025,Size/Fit Issue,Refunded,20199,
RET01251,ORD022276,23-11-2024,Changed Mind,Refunded,3198,
RET01252,ORD011190,10-07-2024,Changed Mind,Processing,3585,
RET01253,ORD006363,28-07-2026,Quality Issue,Refunded,7142,
RET01254,ORD021393,25-11-2024,Late Delivery,Refunded,23686,
RET01255,ORD023775,08-10-2024,Changed Mind,Processing,5259,
RET01256,ORD013628,28-09-2024,Late Delivery,Refunded,11495,
RET01257,ORD012385,07-03-2025,Quality Issue,Refunded,5090,
RET01258,ORD016240,04-04-2025,Damaged,Refunded,1358,
RET01259,ORD012299,18-05-2026,Late Delivery,Refunded,18167,
RET01260,ORD008588,24-05-2026,Wrong Item,Refunded,39721,
RET01261,ORD010001,02-10-2025,Size/Fit Issue,Refunded,33209,
RET01262,ORD026502,08-04-2025,Quality Issue,Refunded,36541,
RET01263,ORD011821,21-11-2024,Wrong Item,Refunded,20221,
RET01264,ORD010291,17-04-2024,Late Delivery,Refunded,2986,
RET01265,ORD029635,27-03-2024,Wrong Item,Refunded,6628,
RET01266,ORD017153,23-07-2026,Damaged,Processing,5273,
RET01267,ORD010224,24-12-2024,Quality Issue,Processing,13165,
RET01268,ORD000251,25-03-2026,Size/Fit Issue,Refunded,10578,
RET01269,ORD009266,20-04-2026,Damaged,Refunded,10499,
RET01270,ORD018837,21-05-2026,Size/Fit Issue,Refunded,2123,
RET01271,ORD022785,25-04-2024,Changed Mind,Refunded,7562,
RET01272,ORD012593,26-10-2025,Damaged,Refunded,8906,
RET01273,ORD007565,22-05-2024,Late Delivery,Refunded,39189,
RET01274,ORD012693,31-12-2024,Size/Fit Issue,Refunded,20668,
RET01275,ORD005150,20-09-2026,Size/Fit Issue,Refunded,7138,
RET01276,ORD005384,05-11-2025,Changed Mind,Refunded,33806,
RET01277,ORD021817,14-03-2026,Quality Issue,Refunded,35312,
RET01278,ORD002179,26-08-2024,Quality Issue,Refunded,16218,
RET01279,ORD017191,28-01-2025,Quality Issue,Refunded,36773,
RET01280,ORD008560,20-01-2024,Quality Issue,Processing,2720,
RET01281,ORD012545,03-07-2024,Late Delivery,Refunded,28389,
RET01282,ORD013372,11-05-2026,Size/Fit Issue,Refunded,35588,
RET01283,ORD003379,09-07-2025,Damaged,Refunded,466,
RET01284,ORD013112,12-12-2024,Size/Fit Issue,Refunded,8100,
RET01285,ORD018461,08-11-2025,Quality Issue,Refunded,8465,
RET01286,ORD021442,10-02-2026,Damaged,Processing,13778,
RET01287,ORD008782,10-07-2024,Changed Mind,Refunded,5150,
RET01288,ORD008959,09-03-2024,Size/Fit Issue,Refunded,24296,
RET01289,ORD011657,21-05-2024,Changed Mind,Refunded,14733,
RET01290,ORD019297,25-03-2026,Wrong Item,Processing,3844,
RET01291,ORD011250,13-04-2024,Changed Mind,Refunded,3314,
RET01292,ORD008136,27-11-2025,Size/Fit Issue,Refunded,18021,
RET01293,ORD024748,15-08-2026,Damaged,Refunded,6772,
RET01294,ORD012553,17-04-2026,Size/Fit Issue,Refunded,2275,
RET01295,ORD025681,14-10-2024,Quality Issue,Refunded,26632,
RET01296,ORD012513,07-05-2025,Changed Mind,Refunded,8589,
RET01297,ORD010574,07-06-2026,Size/Fit Issue,Refunded,4057,
RET01298,ORD007876,07-12-2025,Changed Mind,Refunded,10459,
RET01299,ORD013621,12-04-2024,Size/Fit Issue,Refunded,3621,
RET01300,ORD000788,18-02-2026,Wrong Item,Refunded,3267,
RET01301,ORD022687,15-10-2024,Late Delivery,Refunded,3287,
RET01302,ORD026729,28-01-2025,Changed Mind,Processing,4313,
RET01303,ORD006241,28-12-2024,Quality Issue,Refunded,12906,
RET01304,ORD012334,29-11-2024,Quality Issue,Refunded,3392,
RET01305,ORD013810,18-08-2026,Size/Fit Issue,Refunded,18139,
RET01306,ORD028854,09-06-2026,Damaged,Refunded,1758,
RET01307,ORD010277,19-09-2025,Damaged,Refunded,23390,
RET01308,ORD028457,18-09-2024,Changed Mind,Refunded,16454,
RET01309,ORD029950,19-04-2026,Late Delivery,Refunded,24631,
RET01310,ORD005320,31-01-2025,Late Delivery,Refunded,13236,
RET01311,ORD007512,13-08-2025,Size/Fit Issue,Refunded,11349,
RET01312,ORD011240,19-10-2024,Size/Fit Issue,Refunded,4722,
RET01313,ORD019098,02-06-2026,Changed Mind,Refunded,14109,
RET01314,ORD020476,17-11-2024,Changed Mind,Processing,3501,
RET01315,ORD009070,25-12-2025,Changed Mind,Refunded,16679,
RET01316,ORD009413,07-03-2025,Quality Issue,Refunded,35976,
RET01317,ORD027165,02-11-2025,Wrong Item,Refunded,22752,
RET01318,ORD022943,21-12-2024,Changed Mind,Refunded,8995,
RET01319,ORD025936,22-04-2026,Size/Fit Issue,Refunded,6979,
RET01320,ORD006403,03-08-2024,Changed Mind,Refunded,9759,
RET01321,ORD006360,06-06-2024,Quality Issue,Refunded,15812,
RET01322,ORD016114,09-12-2025,Damaged,Refunded,26831,
RET01323,ORD025451,22-05-2026,Size/Fit Issue,Refunded,10325,
RET01324,ORD008841,22-09-2024,Size/Fit Issue,Refunded,16572,
RET01325,ORD000375,22-02-2025,Quality Issue,Refunded,8234,
RET01326,ORD021524,18-04-2024,Changed Mind,Refunded,22408,
RET01327,ORD010046,13-09-2026,Quality Issue,Refunded,10431,
RET01328,ORD018939,15-02-2026,Size/Fit Issue,Refunded,11263,
RET01329,ORD028288,06-10-2024,Wrong Item,Refunded,4616,
RET01330,ORD029729,22-08-2025,Damaged,Refunded,6193,
RET01331,ORD010037,17-06-2026,Size/Fit Issue,Refunded,4729,
RET01332,ORD006333,20-12-2025,Damaged,Refunded,18936,
RET01333,ORD028015,16-09-2024,Changed Mind,Refunded,44559,
RET01334,ORD002260,24-12-2025,Late Delivery,Refunded,28586,
RET01335,ORD010256,11-11-2025,Changed Mind,Refunded,22448,
RET01336,ORD023515,01-08-2026,Wrong Item,Refunded,29426,
RET01337,ORD021960,10-05-2024,Wrong Item,Refunded,9861,
RET01338,ORD013537,29-04-2025,Damaged,Refunded,6067,
RET01339,ORD011754,16-10-2024,Quality Issue,Refunded,8894,
RET01340,ORD013860,17-07-2025,Wrong Item,Refunded,3563,
RET01341,ORD026046,20-08-2025,Changed Mind,Refunded,12743,
RET01342,ORD029200,02-08-2026,Damaged,Refunded,12329,
RET01343,ORD007038,15-07-2025,Quality Issue,Refunded,31290,
RET01344,ORD005213,22-07-2024,Size/Fit Issue,Refunded,2835,
RET01345,ORD003555,03-05-2024,Changed Mind,Refunded,11957,
RET01346,ORD013134,06-08-2024,Size/Fit Issue,Refunded,18918,
RET01347,ORD027870,29-04-2024,Damaged,Refunded,8574,
RET01348,ORD000138,16-04-2026,Changed Mind,Refunded,5161,
RET01349,ORD023668,22-07-2026,Late Delivery,Refunded,14973,
RET01350,ORD005606,07-03-2026,Size/Fit Issue,Processing,27187,
RET01351,ORD011067,30-12-2024,Damaged,Refunded,1849,
RET01352,ORD019591,08-04-2024,Quality Issue,Refunded,8503,
RET01353,ORD021409,20-10-2025,Size/Fit Issue,Refunded,14067,
RET01354,ORD005030,16-04-2026,Size/Fit Issue,Refunded,13593,
RET01355,ORD021294,10-03-2025,Size/Fit Issue,Refunded,2388,
RET01356,ORD002642,07-11-2024,Damaged,Refunded,8540,
RET01357,ORD005993,09-09-2025,Damaged,Refunded,10617,
RET01358,ORD010650,01-06-2024,Changed Mind,Refunded,21107,
RET01359,ORD026383,14-03-2026,Quality Issue,Processing,12486,
RET01360,ORD001906,26-04-2024,Size/Fit Issue,Refunded,5848,
RET01361,ORD017945,07-08-2025,Damaged,Refunded,5607,
RET01362,ORD011484,28-08-2026,Damaged,Refunded,28875,
RET01363,ORD000219,07-09-2025,Wrong Item,Refunded,14520,
RET01364,ORD027500,30-01-2026,Damaged,Refunded,23748,
RET01365,ORD002865,02-01-2025,Size/Fit Issue,Refunded,3587,
RET01366,ORD008672,08-01-2025,Changed Mind,Refunded,12410,
RET01367,ORD001891,03-07-2026,Size/Fit Issue,Refunded,6707,
RET01368,ORD022436,28-07-2024,Damaged,Refunded,29274,
RET01369,ORD018881,20-06-2024,Late Delivery,Refunded,23970,
RET01370,ORD017281,05-01-2025,Damaged,Refunded,8865,
RET01371,ORD020236,01-11-2025,Damaged,Refunded,1832,
RET01372,ORD024572,23-01-2026,Wrong Item,Refunded,23554,
RET01373,ORD028235,21-07-2024,Damaged,Refunded,15157,
RET01374,ORD015761,06-08-2025,Changed Mind,Refunded,23932,
RET01375,ORD013882,20-12-2025,Changed Mind,Refunded,12555,
RET01376,ORD029651,25-09-2024,Damaged,Refunded,29378,
RET01377,ORD016670,09-03-2024,Changed Mind,Refunded,9898,
RET01378,ORD018716,07-07-2025,Quality Issue,Refunded,17119,
RET01379,ORD011052,06-11-2025,Changed Mind,Refunded,4227,
RET01380,ORD004902,04-08-2025,Changed Mind,Refunded,4339,
RET01381,ORD003332,19-05-2024,Changed Mind,Refunded,28385,
RET01382,ORD016618,12-11-2024,Damaged,Processing,10117,
RET01383,ORD018802,04-08-2024,Changed Mind,Refunded,5371,
RET01384,ORD002538,17-01-2026,Damaged,Refunded,21064,
RET01385,ORD021057,16-02-2026,Changed Mind,Refunded,31207,
RET01386,ORD002063,07-03-2025,Damaged,Refunded,12500,
RET01387,ORD029587,23-07-2024,Size/Fit Issue,Processing,3775,
RET01388,ORD006104,23-06-2025,Wrong Item,Refunded,37055,
RET01389,ORD008422,06-07-2025,Size/Fit Issue,Processing,3997,
RET01390,ORD007799,26-06-2026,Quality Issue,Refunded,1567,
RET01391,ORD026313,11-02-2026,Quality Issue,Refunded,14096,
RET01392,ORD019602,01-07-2026,Size/Fit Issue,Refunded,21722,
RET01393,ORD018579,16-07-2026,Quality Issue,Refunded,19898,
RET01394,ORD007137,14-02-2025,Late Delivery,Refunded,22607,
RET01395,ORD011470,12-09-2026,Wrong Item,Refunded,44352,
RET01396,ORD006517,07-05-2024,Size/Fit Issue,Refunded,16010,
RET01397,ORD011003,06-01-2025,Quality Issue,Refunded,49816,
RET01398,ORD018518,28-05-2025,Quality Issue,Refunded,29652,
RET01399,ORD015330,27-12-2024,Wrong Item,Processing,6417,
RET01400,ORD024842,13-04-2024,Wrong Item,Refunded,50690,
RET01401,ORD009189,16-09-2025,Changed Mind,Refunded,704,
RET01402,ORD029409,10-09-2025,Late Delivery,Refunded,15153,
RET01403,ORD012429,14-07-2025,Late Delivery,Refunded,3721,
RET01404,ORD020883,21-02-2025,Damaged,Processing,14042,
RET01405,ORD004851,27-02-2026,Quality Issue,Refunded,5476,
RET01406,ORD007957,13-06-2025,Wrong Item,Refunded,23399,
RET01407,ORD026826,23-07-2025,Damaged,Refunded,1375,
RET01408,ORD007125,13-01-2024,Size/Fit Issue,Refunded,13767,
RET01409,ORD011531,31-07-2026,Size/Fit Issue,Refunded,9809,
RET01410,ORD009411,26-04-2026,Quality Issue,Refunded,10777,
RET01411,ORD027281,19-09-2024,Wrong Item,Refunded,4745,
RET01412,ORD011551,13-06-2026,Late Delivery,Refunded,15237,
RET01413,ORD029201,30-05-2024,Quality Issue,Refunded,30878,
RET01414,ORD020175,04-05-2024,Changed Mind,Refunded,35166,
RET01415,ORD001176,18-05-2024,Size/Fit Issue,Refunded,11781,
RET01416,ORD002941,11-09-2026,Damaged,Refunded,13204,
RET01417,ORD021136,27-07-2026,Size/Fit Issue,Refunded,4991,
RET01418,ORD028751,14-10-2025,Damaged,Processing,18252,
RET01419,ORD024172,10-07-2025,Quality Issue,Refunded,9474,
RET01420,ORD007505,30-05-2026,Quality Issue,Refunded,3533,
RET01421,ORD005185,16-12-2025,Wrong Item,Refunded,8913,
RET01422,ORD018661,08-02-2024,Changed Mind,Refunded,6538,
RET01423,ORD016855,28-05-2024,Quality Issue,Refunded,6563,
RET01424,ORD014150,21-08-2026,Changed Mind,Refunded,23699,
RET01425,ORD025264,07-08-2025,Quality Issue,Refunded,14693,
RET01426,ORD026324,11-06-2025,Changed Mind,Refunded,576,
RET01427,ORD000364,05-01-2025,Size/Fit Issue,Refunded,6940,
RET01428,ORD010531,25-03-2025,Size/Fit Issue,Refunded,5376,
RET01429,ORD029751,24-10-2025,Damaged,Refunded,757,
RET01430,ORD025672,20-09-2025,Size/Fit Issue,Refunded,4144,
RET01431,ORD021550,15-06-2025,Quality Issue,Refunded,12816,
RET01432,ORD002826,04-06-2025,Size/Fit Issue,Refunded,14437,
RET01433,ORD016669,22-10-2024,Wrong Item,Refunded,11927,
RET01434,ORD025682,01-03-2025,Wrong Item,Refunded,16165,
RET01435,ORD002432,31-07-2024,Size/Fit Issue,Processing,9878,
RET01436,ORD021894,06-02-2024,Size/Fit Issue,Processing,7615,
RET01437,ORD007585,15-04-2024,Changed Mind,Refunded,13028,
RET01438,ORD006163,30-07-2025,Damaged,Refunded,11304,
RET01439,ORD029506,26-08-2025,Quality Issue,Refunded,16655,
RET01440,ORD004324,15-02-2024,Changed Mind,Refunded,3589,
RET01441,ORD011218,09-10-2025,Damaged,Refunded,1517,
RET01442,ORD026810,25-08-2024,Changed Mind,Refunded,4355,
RET01443,ORD020120,11-01-2025,Wrong Item,Refunded,20355,
RET01444,ORD003181,24-05-2026,Wrong Item,Refunded,12435,
RET01445,ORD003706,15-08-2024,Late Delivery,Refunded,10340,
RET01446,ORD008269,03-08-2026,Changed Mind,Refunded,12799,
RET01447,ORD014670,27-03-2026,Wrong Item,Refunded,101,
RET01448,ORD012061,28-08-2026,Changed Mind,Refunded,3201,
RET01449,ORD018522,08-10-2024,Damaged,Refunded,26194,
RET01450,ORD022001,25-01-2024,Size/Fit Issue,Refunded,19751,
RET01451,ORD013940,13-05-2024,Changed Mind,Refunded,14522,
RET01452,ORD028039,14-04-2024,Wrong Item,Refunded,31671,
RET01453,ORD014510,10-02-2024,Quality Issue,Refunded,15385,
RET01454,ORD008021,01-03-2026,Damaged,Refunded,5697,
RET01455,ORD026340,04-10-2024,Damaged,Refunded,17870,
RET01456,ORD000618,11-07-2026,Quality Issue,Processing,7246,
RET01457,ORD017157,10-04-2026,Size/Fit Issue,Refunded,19543,
RET01458,ORD023622,02-07-2025,Size/Fit Issue,Refunded,11244,
RET01459,ORD010954,15-04-2026,Quality Issue,Refunded,38854,
RET01460,ORD010246,11-02-2024,Quality Issue,Refunded,14352,
RET01461,ORD014718,08-08-2026,Size/Fit Issue,Refunded,5057,
RET01462,ORD003668,27-05-2026,Changed Mind,Refunded,2204,
RET01463,ORD014817,08-06-2026,Quality Issue,Refunded,8809,
RET01464,ORD018648,21-01-2026,Changed Mind,Refunded,12611,
RET01465,ORD016513,27-12-2025,Size/Fit Issue,Refunded,1182,
RET01466,ORD006939,22-01-2024,Size/Fit Issue,Refunded,14764,
RET01467,ORD012596,07-08-2025,Wrong Item,Refunded,14508,
RET01468,ORD006803,19-04-2026,Damaged,Refunded,57270,
RET01469,ORD021151,04-10-2025,Quality Issue,Refunded,36018,
RET01470,ORD022625,06-05-2026,Wrong Item,Refunded,21534,
RET01471,ORD018047,10-06-2025,Size/Fit Issue,Refunded,22443,
RET01472,ORD024487,17-02-2025,Late Delivery,Refunded,50429,
RET01473,ORD027286,15-05-2026,Size/Fit Issue,Refunded,29394,
RET01474,ORD002742,11-07-2026,Changed Mind,Refunded,5752,
RET01475,ORD015559,12-11-2024,Wrong Item,Refunded,7300,
RET01476,ORD013971,13-12-2025,Damaged,Refunded,2334,
RET01477,ORD019361,04-09-2024,Damaged,Refunded,10235,
RET01478,ORD019649,03-03-2025,Wrong Item,Refunded,31453,
RET01479,ORD009616,14-02-2026,Size/Fit Issue,Refunded,18062,
RET01480,ORD004774,01-03-2025,Damaged,Refunded,7473,
RET01481,ORD015328,03-06-2026,Quality Issue,Refunded,504,
RET01482,ORD003861,30-04-2026,Changed Mind,Refunded,15586,
RET01483,ORD009483,30-07-2025,Late Delivery,Refunded,12068,
RET01484,ORD001546,07-01-2026,Late Delivery,Refunded,2953,
RET01485,ORD007738,30-09-2025,Damaged,Refunded,1094,
RET01486,ORD013462,04-10-2025,Changed Mind,Refunded,10609,
RET01487,ORD029047,22-12-2024,Damaged,Refunded,17336,
RET01488,ORD014533,12-06-2025,Size/Fit Issue,Processing,14747,
RET01489,ORD010674,30-11-2024,Quality Issue,Refunded,22669,
RET01490,ORD005079,07-06-2026,Changed Mind,Refunded,28385,
RET01491,ORD000091,14-10-2025,Quality Issue,Refunded,5789,
RET01492,ORD019645,07-05-2025,Size/Fit Issue,Refunded,6705,
RET01493,ORD012850,24-10-2024,Quality Issue,Refunded,7803,
RET01494,ORD008582,25-07-2025,Damaged,Refunded,12961,
RET01495,ORD013485,20-09-2025,Size/Fit Issue,Processing,23970,
RET01496,ORD024507,23-02-2025,Quality Issue,Refunded,16209,
RET01497,ORD002649,14-09-2025,Changed Mind,Refunded,12529,
RET01498,ORD005067,30-01-2026,Wrong Item,Refunded,32666,
RET01499,ORD027601,19-12-2025,Size/Fit Issue,Refunded,35344,
RET01500,ORD016527,02-06-2025,Late Delivery,Refunded,30175,
RET01501,ORD005397,12-08-2025,Quality Issue,Refunded,4323,
RET01502,ORD028323,03-02-2026,Changed Mind,Refunded,33803,
RET01503,ORD021682,02-08-2025,Size/Fit Issue,Refunded,1702,
RET01504,ORD004243,08-02-2026,Quality Issue,Refunded,4381,
RET01505,ORD001407,02-06-2025,Quality Issue,Refunded,23027,
RET01506,ORD025708,22-11-2024,Quality Issue,Refunded,33363,
RET01507,ORD001302,22-08-2024,Changed Mind,Refunded,27732,
RET01508,ORD006498,01-09-2026,Damaged,Refunded,4403,
RET01509,ORD001280,23-02-2024,Size/Fit Issue,Refunded,14435,
RET01510,ORD019728,04-10-2025,Size/Fit Issue,Refunded,17062,
RET01511,ORD004341,11-01-2025,Quality Issue,Refunded,16304,
RET01512,ORD000063,23-09-2024,Late Delivery,Refunded,12747,
RET01513,ORD007805,22-05-2026,Changed Mind,Refunded,6147,
RET01514,ORD024889,03-04-2025,Wrong Item,Refunded,26896,
RET01515,ORD013754,22-10-2025,Changed Mind,Refunded,10208,
RET01516,ORD000207,19-08-2024,Damaged,Refunded,29575,
RET01517,ORD007987,11-01-2026,Size/Fit Issue,Refunded,24665,
RET01518,ORD018817,31-07-2025,Size/Fit Issue,Refunded,16958,
RET01519,ORD025997,06-03-2026,Wrong Item,Refunded,2658,
RET01520,ORD022102,11-04-2024,Damaged,Refunded,29353,
RET01521,ORD003881,18-03-2026,Quality Issue,Refunded,4522,
RET01522,ORD002365,15-03-2025,Changed Mind,Refunded,12506,
RET01523,ORD012203,27-06-2026,Quality Issue,Refunded,6107,
RET01524,ORD028715,26-11-2024,Size/Fit Issue,Refunded,9414,
RET01525,ORD026388,22-02-2025,Size/Fit Issue,Refunded,10151,
RET01526,ORD019243,27-07-2024,Damaged,Processing,19377,
RET01527,ORD015325,06-02-2024,Quality Issue,Refunded,9521,
RET01528,ORD007223,29-08-2024,Wrong Item,Refunded,31314,
RET01529,ORD013578,06-06-2024,Quality Issue,Refunded,15321,
RET01530,ORD019023,08-08-2026,Changed Mind,Processing,2643,
RET01531,ORD017102,30-11-2024,Changed Mind,Refunded,14505,
RET01532,ORD022906,12-06-2025,Damaged,Refunded,15614,
RET01533,ORD027208,19-08-2024,Size/Fit Issue,Processing,650,
RET01534,ORD002660,18-07-2025,Quality Issue,Refunded,15909,
RET01535,ORD000773,09-09-2025,Changed Mind,Refunded,11350,
RET01536,ORD025873,06-12-2025,Size/Fit Issue,Refunded,10102,
RET01537,ORD012635,28-07-2026,Changed Mind,Processing,754,
RET01538,ORD000711,30-09-2024,Size/Fit Issue,Processing,17677,
RET01539,ORD017781,15-05-2024,Changed Mind,Processing,3321,
RET01540,ORD009682,21-01-2024,Quality Issue,Refunded,10684,
RET01541,ORD021899,04-06-2025,Size/Fit Issue,Refunded,34361,
RET01542,ORD028056,03-07-2026,Late Delivery,Refunded,2059,
RET01543,ORD007367,17-04-2024,Changed Mind,Processing,19436,
RET01544,ORD014767,20-08-2024,Quality Issue,Refunded,4309,
RET01545,ORD003096,16-11-2025,Changed Mind,Refunded,15244,
RET01546,ORD021051,29-08-2024,Damaged,Refunded,8499,
RET01547,ORD025548,07-09-2025,Wrong Item,Refunded,5167,
RET01548,ORD020867,22-03-2025,Late Delivery,Refunded,13031,
RET01549,ORD016886,03-08-2026,Size/Fit Issue,Refunded,24891,
RET01550,ORD009169,18-11-2024,Size/Fit Issue,Refunded,14798,
RET01551,ORD002740,12-12-2024,Changed Mind,Refunded,6077,
RET01552,ORD022356,20-10-2025,Size/Fit Issue,Refunded,13032,
RET01553,ORD014490,12-09-2024,Wrong Item,Refunded,6885,
RET01554,ORD023319,13-05-2026,Quality Issue,Refunded,25340,
RET01555,ORD010543,28-02-2025,Late Delivery,Refunded,18440,
RET01556,ORD021246,16-09-2026,Size/Fit Issue,Refunded,7178,
RET01557,ORD004748,13-05-2024,Damaged,Refunded,11053,
RET01558,ORD008369,08-02-2026,Changed Mind,Refunded,16632,
RET01559,ORD026925,21-01-2025,Quality Issue,Refunded,3248,
RET01560,ORD016695,09-09-2024,Damaged,Refunded,10422,
RET01561,ORD013408,18-03-2024,Damaged,Refunded,13992,
RET01562,ORD005731,28-05-2025,Size/Fit Issue,Refunded,1065,
RET01563,ORD005424,03-02-2024,Wrong Item,Refunded,6666,
RET01564,ORD021909,19-01-2025,Late Delivery,Refunded,25264,
RET01565,ORD023766,27-01-2024,Wrong Item,Refunded,5350,
RET01566,ORD028865,06-10-2025,Changed Mind,Refunded,9747,
RET01567,ORD019670,05-05-2025,Damaged,Refunded,19781,
RET01568,ORD000842,22-08-2025,Damaged,Refunded,10075,
RET01569,ORD023270,12-06-2026,Size/Fit Issue,Refunded,17345,
RET01570,ORD017554,01-05-2026,Size/Fit Issue,Refunded,2787,
RET01571,ORD015260,23-01-2026,Size/Fit Issue,Refunded,14675,
RET01572,ORD017290,16-03-2024,Size/Fit Issue,Refunded,47756,
RET01573,ORD020965,21-09-2025,Size/Fit Issue,Refunded,12304,
RET01574,ORD028491,17-05-2026,Quality Issue,Refunded,29570,
RET01575,ORD000422,15-02-2026,Quality Issue,Refunded,25703,
RET01576,ORD005234,05-03-2026,Damaged,Processing,20487,
RET01577,ORD005045,22-09-2025,Damaged,Refunded,24960,
RET01578,ORD013480,25-04-2024,Quality Issue,Refunded,7286,
RET01579,ORD011893,13-04-2026,Quality Issue,Refunded,21414,
RET01580,ORD024607,17-01-2026,Late Delivery,Refunded,6619,
RET01581,ORD015359,25-05-2024,Damaged,Refunded,27854,
RET01582,ORD022427,27-08-2024,Late Delivery,Refunded,44907,
RET01583,ORD000592,31-03-2024,Size/Fit Issue,Refunded,5338,
RET01584,ORD016829,11-08-2026,Changed Mind,Refunded,36315,
RET01585,ORD007867,06-01-2024,Changed Mind,Processing,20888,
RET01586,ORD005426,08-12-2025,Changed Mind,Refunded,618,
RET01587,ORD008685,19-08-2025,Wrong Item,Refunded,9203,
RET01588,ORD009549,31-08-2025,Changed Mind,Refunded,5972,
RET01589,ORD010579,11-02-2026,Size/Fit Issue,Refunded,9077,
RET01590,ORD017536,18-08-2026,Wrong Item,Refunded,1541,
RET01591,ORD000527,01-11-2025,Late Delivery,Refunded,32647,
RET01592,ORD024619,10-06-2025,Size/Fit Issue,Refunded,10265,
RET01593,ORD027592,29-04-2026,Quality Issue,Refunded,12697,
RET01594,ORD015788,27-04-2026,Changed Mind,Refunded,3918,
RET01595,ORD012673,26-01-2024,Size/Fit Issue,Refunded,22287,
RET01596,ORD010530,06-10-2025,Changed Mind,Refunded,5681,
RET01597,ORD007257,05-03-2026,Wrong Item,Refunded,7760,
RET01598,ORD008374,20-04-2026,Changed Mind,Refunded,41774,
RET01599,ORD018898,12-11-2024,Quality Issue,Refunded,17684,
RET01600,ORD027660,15-10-2024,Changed Mind,Refunded,35640,
RET01601,ORD004318,17-08-2024,Size/Fit Issue,Refunded,44319,
RET01602,ORD019185,14-09-2026,Late Delivery,Refunded,7255,
RET01603,ORD003065,03-04-2024,Size/Fit Issue,Refunded,19667,
RET01604,ORD000543,23-06-2026,Damaged,Refunded,22448,
RET01605,ORD022527,18-09-2024,Quality Issue,Refunded,21152,
RET01606,ORD000849,29-07-2024,Damaged,Refunded,15955,
RET01607,ORD020744,14-03-2024,Damaged,Processing,16272,
RET01608,ORD004241,24-05-2025,Quality Issue,Refunded,11858,
RET01609,ORD029196,21-09-2026,Changed Mind,Refunded,18365,
RET01610,ORD022422,29-06-2026,Wrong Item,Refunded,12013,
RET01611,ORD023710,01-07-2024,Damaged,Refunded,45574,
RET01612,ORD021468,25-10-2024,Late Delivery,Refunded,4565,
RET01613,ORD029398,27-11-2024,Late Delivery,Refunded,26231,
RET01614,ORD019425,30-08-2026,Wrong Item,Refunded,6761,
RET01615,ORD023634,23-12-2024,Late Delivery,Refunded,5833,
RET01616,ORD027882,06-05-2026,Changed Mind,Refunded,18864,
RET01617,ORD004078,12-02-2024,Wrong Item,Refunded,338,
RET01618,ORD024968,01-05-2025,Damaged,Refunded,25503,
RET01619,ORD008567,04-05-2024,Size/Fit Issue,Processing,6928,
RET01620,ORD000794,02-05-2025,Size/Fit Issue,Refunded,25949,
RET01621,ORD007057,10-04-2024,Quality Issue,Refunded,15195,
RET01622,ORD005207,13-10-2025,Damaged,Refunded,13873,
RET01623,ORD012649,04-08-2026,Wrong Item,Refunded,13698,
RET01624,ORD019710,26-08-2024,Quality Issue,Refunded,14404,
RET01625,ORD024528,20-01-2025,Quality Issue,Refunded,15708,
RET01626,ORD016802,15-09-2025,Size/Fit Issue,Refunded,5479,
RET01627,ORD014358,13-12-2024,Damaged,Refunded,13344,
RET01628,ORD014936,10-11-2025,Damaged,Refunded,5847,
RET01629,ORD021794,30-03-2025,Quality Issue,Refunded,31188,
RET01630,ORD017615,07-12-2024,Quality Issue,Refunded,9145,
